OBJECTID,ACCIDENT_NO,ACCIDENT_DATE,FD_FIRST_DATE_OF_YEAR,FD_YESTERDAY_DATE_OF_YEAR,INCLUDE_IN_EQUIVALENT_PERIOD,ACCIDENT_TIME,NODE_ID,PERSON_ID,SEX,AGE,ROAD_USER_TYPE,ROAD_USER_TYPE_DESC,ACCIDENT_TYPE,ACCIDENT_TYPE_DESC,NO_OF_VEHICLES,LGA_NAME,STAT_DIV_NAME,NODE_TYPE,NODE_TYPE_DESC,ROAD_NUM,ROAD_TYPE,X,Y,LOCATION_COUNT
1996003,T20160011438,1464048000000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,201500,303785,01,M,17,3,Passengers,1,Collision with vehicle,2,YARRA RANGES,Melbourne - Outer East,N,Non Intersection,5775,Declared Road,,,2
1996004,T20160011438,1464048000000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,201500,303785,A,M,19,2,Drivers,1,Collision with vehicle,2,YARRA RANGES,Melbourne - Outer East,N,Non Intersection,5775,Declared Road,,,2
1996005,T20160015791,1468886400000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,231500,305992,A,M,31,2,Drivers,4,Collision with a fixed object,1,GEELONG,Country,I,Intersection,2730,Declared Road,,,1
1996006,T20160015823,1468972800000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,070000,306069,A,M,21,2,Drivers,3,Struck animal,1,MACEDON RANGES,Country,I,Intersection,9999,Non Declared Road,,,1
1996007,T20140011125,1401321600000,1388534400000,1397606400000,Include in Future Road Deaths Reporting,142500,53481,B,M,38,2,Drivers,1,Collision with vehicle,2,WELLINGTON,Country,I,Intersection,9999,Non Declared Road,,,1
1996008,T20160016138,1469232000000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,211000,306568,A,F,46,2,Drivers,4,Collision with a fixed object,1,MITCHELL,Country,N,Non Intersection,9999,Non Declared Road,,,1
1996009,T20180008548,1525478400000,1514764800000,1523836800000,Include in Future Road Deaths Reporting,180500,52637,01,F,74,3,Passengers,1,Collision with vehicle,2,NORTHERN GRAMPIANS,Ballarat,I,Intersection,5245,Declared Road,,,4
1996010,T20180008548,1525478400000,1514764800000,1523836800000,Include in Future Road Deaths Reporting,180500,52637,02,F,64,3,Passengers,1,Collision with vehicle,2,NORTHERN GRAMPIANS,Ballarat,I,Intersection,5245,Declared Road,,,4
1996011,T20180008548,1525478400000,1514764800000,1523836800000,Include in Future Road Deaths Reporting,180500,52637,03,F,71,3,Passengers,1,Collision with vehicle,2,NORTHERN GRAMPIANS,Ballarat,I,Intersection,5245,Declared Road,,,4
1996012,T20180008548,1525478400000,1514764800000,1523836800000,Include in Future Road Deaths Reporting,180500,52637,B,F,75,2,Drivers,1,Collision with vehicle,2,NORTHERN GRAMPIANS,Ballarat,I,Intersection,5245,Declared Road,,,4
1996013,T20160016195,1469404800000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,041000,296719,B,M,67,2,Drivers,1,Collision with vehicle,2,SHEPPARTON,Country,I,Intersection,5373,Declared Road,,,1
1996014,T20160016263,1469404800000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,185700,306256,A,M,36,2,Drivers,4,Collision with a fixed object,1,CASEY,Melbourne - South East,N,Non Intersection,2510,Declared Road,,,1
1996015,T20180000182,1515024000000,1514764800000,1523836800000,Include in Current Equivalent Period Road Deaths Reporting,054500,328720,01,M,58,1,Pedestrians,2,Struck Pedestrian,1,BAYSIDE,Melbourne - Inner South,N,Non Intersection,5840,Declared Road,,,1
1996016,T20150013452,1435190400000,1420070400000,1429142400000,Include in Future Road Deaths Reporting,063000,290872,A,M,22,2,Drivers,4,Collision with a fixed object,1,WELLINGTON,Country,N,Non Intersection,9999,Non Declared Road,,,1
1996017,T20160016565,1469750400000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,155500,306538,A,F,74,2,Drivers,4,Collision with a fixed object,1,LODDON,Bendigo,N,Non Intersection,2530,Declared Road,,,1
1996018,T20160017260,1470441600000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,200500,39459,01,F,93,3,Passengers,1,Collision with vehicle,2,MANNINGHAM,Melbourne - Inner East,I,Intersection,5307,Declared Road,,,1
1996019,T20160017537,1470787200000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,180000,29952,A,M,87,2,Drivers,1,Collision with vehicle,2,GEELONG,Country,I,Intersection,9999,Non Declared Road,,,1
1996020,T20150002652,1423180800000,1420070400000,1429142400000,Include in Current Equivalent Period Road Deaths Reporting,140000,286336,A,M,53,2,Drivers,4,Collision with a fixed object,1,YARRA RANGES,Melbourne - Outer East,N,Non Intersection,5776,Declared Road,,,1
1996021,T20160015296,1468454400000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,024000,307630,01,M,30,1,Pedestrians,2,Struck Pedestrian,1,MONASH,Melbourne - South East,N,Non Intersection,5799,Declared Road,,,1
1996022,T20160017740,1471046400000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,133500,307096,A,M,52,2,Drivers,4,Collision with a fixed object,1,SOUTHERN GRAMPIANS,Country,N,Non Intersection,5140,Declared Road,,,1
1996023,T20180005238,1521417600000,1514764800000,1523836800000,Include in Current Equivalent Period Road Deaths Reporting,142900,328240,B,M,32,4,Motorcyclists,1,Collision with vehicle,1,MELTON,Melbourne - West,N,Non Intersection,7351,Declared Road,,,1
1996024,T20180000262,1515110400000,1514764800000,1523836800000,Include in Current Equivalent Period Road Deaths Reporting,053000,325616,01,M,39,3,Passengers,4,Collision with a fixed object,1,WHITTLESEA,Melbourne - North East,N,Non Intersection,9999,Non Declared Road,,,1
1996025,T20180008538,1525478400000,1514764800000,1523836800000,Include in Future Road Deaths Reporting,140300,29488,B,M,58,4,Motorcyclists,1,Collision with vehicle,2,DAREBIN,Melbourne - Inner,I,Intersection,9999,Non Declared Road,,,1
1996026,T20160018120,1471478400000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,134000,307264,A,F,63,2,Drivers,1,Collision with vehicle,2,NORTHERN GRAMPIANS,Country,N,Non Intersection,2110,Declared Road,,,1
1996027,T20170012923,1498953600000,1483228800000,1492300800000,Include in Future Road Deaths Reporting,191000,37308,01,F,69,1,Pedestrians,2,Struck Pedestrian,1,YARRA,Melbourne - Inner,I,Intersection,5293,Declared Road,,,1
1996028,T20140010381,1400544000000,1388534400000,1397606400000,Include in Future Road Deaths Reporting,053000,273225,01,M,52,1,Pedestrians,2,Struck Pedestrian,1,BRIMBANK,Melbourne - West,N,Non Intersection,5520,Declared Road,,,1
1996029,T20160018352,1471824000000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,062000,307408,A,M,28,2,Drivers,1,Collision with vehicle,2,EAST GIPPSLAND,Country,N,Non Intersection,9999,Non Declared Road,,,1
1996030,T20150014094,1436054400000,1420070400000,1429142400000,Include in Future Road Deaths Reporting,014000,291232,A,M,37,2,Drivers,4,Collision with a fixed object,1,MURRINDINDI,Country,N,Non Intersection,2640,Declared Road,,,1
1996031,T20140018160,1409529600000,1388534400000,1397606400000,Include in Future Road Deaths Reporting,231200,275156,01,F,17,3,Passengers,1,Collision with vehicle,2,SOUTH GIPPSLAND,Country,N,Non Intersection,2180,Declared Road,,,1
1996032,T20180010671,1528243200000,1514764800000,1523836800000,Include in Future Road Deaths Reporting,115000,331736,A,M,29,2,Drivers,4,Collision with a fixed object,2,SHEPPARTON,Country,N,Non Intersection,5586,Declared Road,,,1
1996033,T20160018714,1472169600000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,143400,307529,A,F,77,2,Drivers,1,Collision with vehicle,2,CASEY,Melbourne - South East,N,Non Intersection,5970,Declared Road,,,1
1996034,T20160018725,1472169600000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,161000,308842,A,F,22,2,Drivers,4,Collision with a fixed object,1,SWAN HILL,Country,N,Non Intersection,9999,Non Declared Road,,,1
1996035,T20160018599,1472083200000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,102200,53372,A,M,24,2,Drivers,1,Collision with vehicle,2,MOIRA,Country,I,Intersection,2570,Declared Road,,,1
1996036,T20160002812,1454889600000,1451606400000,1460764800000,Include in Current Equivalent Period Road Deaths Reporting,171000,52388,A,M,44,4,Motorcyclists,1,Collision with vehicle,2,BAW BAW,Country,I,Intersection,9999,Non Declared Road,,,1
1996037,T20160016737,1469923200000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,182200,306520,A,F,58,2,Drivers,1,Collision with vehicle,2,MOYNE,Country,N,Non Intersection,2780,Declared Road,,,1
1996038,T20180000024,1514764800000,1514764800000,1523836800000,Include in Current Equivalent Period Road Deaths Reporting,055000,325432,02,F,58,3,Passengers,6,Vehicle overturned (no collision),1,NORTHERN GRAMPIANS,Country,N,Non Intersection,4851,Declared Road,,,1
1996039,T20160016815,1470009600000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,150000,307974,B,M,85,2,Drivers,4,Collision with a fixed object,2,GEELONG,Country,N,Non Intersection,5896,Declared Road,,,1
1996040,T20180022099,1543104000000,1514764800000,1523836800000,Include in Future Road Deaths Reporting,020800,304636,04,M,20,3,Passengers,1,Collision with vehicle,2,HUME,Melbourne - North West,I,Intersection,9999,Non Declared Road,,,1
1996041,T20170024931,1514592000000,1483228800000,1492300800000,Include in Future Road Deaths Reporting,130000,325408,A,M,23,2,Drivers,4,Collision with a fixed object,1,LODDON,Bendigo,N,Non Intersection,9999,Non Declared Road,,,1
1996042,T20160014659,1467676800000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,180600,305440,A,M,37,2,Drivers,1,Collision with vehicle,2,MURRINDINDI,Country,N,Non Intersection,9999,Non Declared Road,,,1
1996043,T20180008549,1525478400000,1514764800000,1523836800000,Include in Future Road Deaths Reporting,223000,331679,A,M,34,2,Drivers,4,Collision with a fixed object,1,ALPINE,Country,N,Non Intersection,4005,Declared Road,,,1
1996044,T20170018400,1506297600000,1483228800000,1492300800000,Include in Future Road Deaths Reporting,175000,322128,A,M,44,2,Drivers,1,Collision with vehicle,2,COLAC OTWAY,Country,N,Non Intersection,2780,Declared Road,,,1
1996045,T20180000352,1515196800000,1514764800000,1523836800000,Include in Current Equivalent Period Road Deaths Reporting,154500,325806,03,M,57,3,Passengers,4,Collision with a fixed object,1,MOUNT ALEXANDER,Bendigo,N,Non Intersection,2740,Declared Road,,,1
1996046,T20160018506,1471996800000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,123500,307698,A,M,87,2,Drivers,4,Collision with a fixed object,1,MANSFIELD,Country,N,Non Intersection,5501,Declared Road,,,1
1996047,T20160013003,1465776000000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,110600,304624,A,M,50,4,Motorcyclists,1,Collision with vehicle,2,TOWONG,Country,N,Non Intersection,2560,Declared Road,,,1
1996048,T20160013186,1465948800000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,173500,304720,01,M,51,1,Pedestrians,2,Struck Pedestrian,1,WHITEHORSE,Melbourne - Inner East,N,Non Intersection,5320,Declared Road,,,1
1996049,T20160013231,1466035200000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,061300,305381,B,F,59,2,Drivers,1,Collision with vehicle,6,BRIMBANK,Melbourne - West,N,Non Intersection,2900,Declared Road,,,1
1996050,T20160005813,1458000000000,1451606400000,1460764800000,Include in Current Equivalent Period Road Deaths Reporting,161200,341348,A,M,58,4,Motorcyclists,4,Collision with a fixed object,1,CASEY,Melbourne - South East,I,Intersection,9999,Non Declared Road,,,1
1996051,T20160013714,1466553600000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,175500,45002,A,F,47,2,Drivers,1,Collision with vehicle,3,BRIMBANK,Melbourne - West,I,Intersection,5520,Declared Road,,,1
1996052,T20160006324,1458518400000,1451606400000,1460764800000,Include in Current Equivalent Period Road Deaths Reporting,205800,57655,A,M,26,4,Motorcyclists,4,Collision with a fixed object,1,GEELONG,Country,I,Intersection,2730,Declared Road,,,1
1996053,T20180008784,1525824000000,1514764800000,1523836800000,Include in Future Road Deaths Reporting,114500,340453,01,M,78,1,Pedestrians,2,Struck Pedestrian,1,BALLARAT,Ballarat,N,Non Intersection,9999,Non Declared Road,,,1
1996054,T20160020878,1474761600000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,134500,308682,A,M,41,4,Motorcyclists,1,Collision with vehicle,2,MURRINDINDI,Country,N,Non Intersection,5514,Declared Road,,,1
1996055,T20160014068,1466985600000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,081200,305153,A,M,44,2,Drivers,6,Vehicle overturned (no collision),1,MILDURA,Country,N,Non Intersection,2530,Declared Road,,,1
1996056,T20160014087,1466985600000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,172300,305152,A,M,25,2,Drivers,4,Collision with a fixed object,1,WHITTLESEA,Melbourne - North East,N,Non Intersection,5515,Declared Road,,,1
1996057,T20180008307,1525219200000,1514764800000,1523836800000,Include in Future Road Deaths Reporting,232000,329944,A,M,32,4,Motorcyclists,5,Collision with some other object,2,CASEY,Melbourne - South East,N,Non Intersection,2580,Declared Road,,,1
1996058,T20160014161,1466985600000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,125900,305328,A,M,82,2,Drivers,1,Collision with vehicle,2,WANGARATTA,Country,N,Non Intersection,5492,Declared Road,,,1
1996059,T20160014395,1467417600000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,000000,305916,A,M,36,2,Drivers,6,Vehicle overturned (no collision),1,WODONGA,Country,N,Non Intersection,9999,Non Declared Road,,,1
1996060,T20140004945,1394323200000,1388534400000,1397606400000,Include in Current Equivalent Period Road Deaths Reporting,232400,36797,A,M,38,4,Motorcyclists,1,Collision with vehicle,2,HUME,Melbourne - North West,I,Intersection,5960,Declared Road,,,1
1996061,T20160017208,1470355200000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,215500,306808,A,F,48,2,Drivers,4,Collision with a fixed object,1,MOORABOOL,Ballarat,N,Non Intersection,9999,Non Declared Road,,,1
1996062,T20160015257,1468368000000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,160000,305835,01,M,88,1,Pedestrians,2,Struck Pedestrian,1,BOROONDARA,Melbourne - Inner East,N,Non Intersection,5874,Declared Road,,,1
1996063,T20170012939,1499040000000,1483228800000,1492300800000,Include in Future Road Deaths Reporting,095500,41137,B,F,42,6,Bicyclists,1,Collision with vehicle,2,BAYSIDE,Melbourne - Inner South,I,Intersection,5840,Declared Road,,,1
1996064,T20160020463,1474243200000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,151000,308488,B,M,71,2,Drivers,1,Collision with vehicle,2,NORTHERN GRAMPIANS,Country,N,Non Intersection,2520,Declared Road,,,1
1996065,T20160020773,1474588800000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,162500,308681,A,M,85,2,Drivers,1,Collision with vehicle,3,SHEPPARTON,Country,N,Non Intersection,2640,Declared Road,,,1
1996066,T20160021616,1475712000000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,094000,309133,A,M,38,2,Drivers,1,Collision with vehicle,4,KINGSTON,Melbourne - Inner South,N,Non Intersection,9999,Non Declared Road,,,1
1996067,T20170004362,1488499200000,1483228800000,1492300800000,Include in Current Equivalent Period Road Deaths Reporting,133000,315002,01,F,50,1,Pedestrians,2,Struck Pedestrian,1,MELBOURNE,Melbourne - Inner,N,Non Intersection,9999,Non Declared Road,,,1
1996068,T20150016535,1438992000000,1420070400000,1429142400000,Include in Future Road Deaths Reporting,201000,45255,A,M,55,2,Drivers,1,Collision with vehicle,3,MARIBYRNONG,Melbourne - West,I,Intersection,5864,Declared Road,,,1
1996069,T20170000317,1483660800000,1483228800000,1492300800000,Include in Current Equivalent Period Road Deaths Reporting,170000,61713,01,F,17,3,Passengers,1,Collision with vehicle,2,GOLDEN PLAINS,Ballarat,I,Intersection,2670,Declared Road,,,1
1996070,T20160021609,1475712000000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,083000,49365,A,M,80,2,Drivers,1,Collision with vehicle,2,SHEPPARTON,Country,I,Intersection,5409,Declared Road,,,1
1996071,T20160026589,1481241600000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,153100,37365,A,M,25,4,Motorcyclists,1,Collision with vehicle,2,YARRA,Melbourne - Inner,I,Intersection,5287,Declared Road,,,1
1996072,T20160024221,1478649600000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,213000,310363,01,F,62,3,Passengers,4,Collision with a fixed object,1,HEPBURN,Ballarat,N,Non Intersection,5197,Declared Road,,,2
1996073,T20160024221,1478649600000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,213000,310363,A,M,65,2,Drivers,4,Collision with a fixed object,1,HEPBURN,Ballarat,N,Non Intersection,5197,Declared Road,,,2
1996074,T20170017080,1504483200000,1483228800000,1492300800000,Include in Future Road Deaths Reporting,164500,321185,A,F,40,2,Drivers,1,Collision with vehicle,2,MITCHELL,Country,N,Non Intersection,2540,Declared Road,,,1
1996075,T20160022837,1477008000000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,165000,309643,A,M,65,4,Motorcyclists,1,Collision with vehicle,3,WYNDHAM,Melbourne - West,N,Non Intersection,5421,Declared Road,,,1
